Sample Size,Sample,ATestsappalphas,ATestsappalphasNorm,ATestsappbetas,ATestsappbetasNorm,ATestsappalpha_ds,ATestsappalpha_dsNorm,ATestsappbeta_ds,ATestsappbeta_dsNorm
1,2,1,1,0.5,0.5,0.5,0.5,0.5,0.5
1,3,1,1,0.5,0.5,0.5,0.5,0.5,0.5
1,4,1,1,0.5,0.5,0,1,0.5,0.5
1,5,1,1,0.5,0.5,0,1,0.5,0.5
1,6,1,1,0.5,0.5,1,1,0,1
1,7,1,1,0.5,0.5,0,1,0.5,0.5
1,8,1,1,0,1,0,1,0.5,0.5
1,9,1,1,0.5,0.5,0.5,0.5,0.5,0.5
1,10,1,1,0.5,0.5,0,1,0.5,0.5
1,11,1,1,0.5,0.5,0,1,0.5,0.5
1,12,1,1,0.5,0.5,0.5,0.5,0.5,0.5
1,13,1,1,0.5,0.5,0.5,0.5,0.5,0.5
1,14,1,1,0.5,0.5,0,1,0.5,0.5
1,15,1,1,0.5,0.5,0.5,0.5,0.5,0.5
1,16,1,1,0.5,0.5,0,1,0.5,0.5
1,17,1,1,0.5,0.5,1,1,0.5,0.5
1,18,1,1,0.5,0.5,0,1,0.5,0.5
1,19,1,1,0,1,1,1,0.5,0.5
1,20,1,1,0.5,0.5,0.5,0.5,0.5,0.5
20,2,0.5575,0.5575,0.495,0.505,0.55125,0.55125,0.45625,0.54375
20,3,0.4575,0.5425,0.475,0.525,0.6275,0.6275,0.49625,0.50375
20,4,0.535,0.535,0.475,0.525,0.61375,0.61375,0.5275,0.5275
20,5,0.575,0.575,0.55,0.55,0.465,0.535,0.5275,0.5275
20,6,0.59,0.59,0.5,0.5,0.53125,0.53125,0.40875,0.59125
20,7,0.47125,0.52875,0.525,0.525,0.5625,0.5625,0.5275,0.5275
20,8,0.53375,0.53375,0.475,0.525,0.495,0.505,0.38,0.62
20,9,0.465,0.535,0.475,0.525,0.6775,0.6775,0.48,0.52
20,10,0.50875,0.50875,0.525,0.525,0.56625,0.56625,0.5275,0.5275
20,11,0.505,0.505,0.525,0.525,0.42875,0.57125,0.48,0.52
20,12,0.415,0.585,0.525,0.525,0.5975,0.5975,0.48,0.52
20,13,0.49125,0.50875,0.55,0.55,0.46,0.54,0.48,0.52
20,14,0.455,0.545,0.475,0.525,0.6,0.6,0.48,0.52
20,15,0.55125,0.55125,0.45,0.55,0.48875,0.51125,0.52375,0.52375
20,16,0.5825,0.5825,0.55,0.55,0.65875,0.65875,0.48,0.52
20,17,0.4725,0.5275,0.5,0.5,0.515,0.515,0.50375,0.50375
20,18,0.61,0.61,0.5,0.5,0.53125,0.53125,0.50375,0.50375
20,19,0.515,0.515,0.5,0.5,0.575,0.575,0.5275,0.5275
20,20,0.66,0.66,0.55,0.55,0.6275,0.6275,0.5275,0.5275
50,2,0.5176,0.5176,0.488,0.512,0.4666,0.5334,0.5018,0.5018
50,3,0.4874,0.5126,0.42,0.58,0.462,0.538,0.5078,0.5078
50,4,0.5654,0.5654,0.49,0.51,0.52,0.52,0.5096,0.5096
50,5,0.5842,0.5842,0.5,0.5,0.385,0.615,0.5228,0.5228
50,6,0.587,0.587,0.52,0.52,0.4496,0.5504,0.4652,0.5348
50,7,0.545,0.545,0.51,0.51,0.4946,0.5054,0.5192,0.5192
50,8,0.5476,0.5476,0.49,0.51,0.4418,0.5582,0.442,0.558
50,9,0.511,0.511,0.51,0.51,0.5358,0.5358,0.5228,0.5228
50,10,0.5262,0.5262,0.51,0.51,0.5048,0.5048,0.5612,0.5612
50,11,0.5274,0.5274,0.49,0.51,0.4312,0.5688,0.5114,0.5114
50,12,0.508,0.508,0.478,0.522,0.5404,0.5404,0.494,0.506
50,13,0.5232,0.5232,0.53,0.53,0.4264,0.5736,0.5132,0.5132
50,14,0.552,0.552,0.44,0.56,0.453,0.547,0.494,0.506
50,15,0.5602,0.5602,0.51,0.51,0.446,0.554,0.5,0.5
50,16,0.5544,0.5544,0.54,0.54,0.4674,0.5326,0.5018,0.5018
50,17,0.5442,0.5442,0.48,0.52,0.4794,0.5206,0.5324,0.5324
50,18,0.601,0.601,0.5,0.5,0.4102,0.5898,0.5516,0.5516
50,19,0.5552,0.5552,0.498,0.502,0.4372,0.5628,0.5228,0.5228
50,20,0.6182,0.6182,0.49,0.51,0.486,0.514,0.4886,0.5114
100,2,0.4581,0.5419,0.47525,0.52475,0.53195,0.53195,0.496,0.504
100,3,0.4473,0.5527,0.4613,0.5387,0.51005,0.51005,0.51455,0.51455
100,4,0.4849,0.5151,0.4613,0.5387,0.55205,0.55205,0.4863,0.5137
100,5,0.51375,0.51375,0.491,0.509,0.4704,0.5296,0.50085,0.50085
100,6,0.4995,0.5005,0.5,0.5,0.4894,0.5106,0.50255,0.50255
100,7,0.49005,0.50995,0.4811,0.5189,0.50575,0.50575,0.51285,0.51285
100,8,0.4939,0.5061,0.47615,0.52385,0.51415,0.51415,0.45705,0.54295
100,9,0.4649,0.5351,0.491,0.509,0.5305,0.5305,0.4893,0.5107
100,10,0.4846,0.5154,0.5009,0.5009,0.5333,0.5333,0.5007,0.5007
100,11,0.46945,0.53055,0.46535,0.53465,0.5128,0.5128,0.50085,0.50085
100,12,0.4987,0.5013,0.4892,0.5108,0.55495,0.55495,0.4977,0.5023
100,13,0.52005,0.52005,0.5,0.5,0.49445,0.50555,0.5114,0.5114
100,14,0.49975,0.50025,0.4613,0.5387,0.4833,0.5167,0.5074,0.5074
100,15,0.5248,0.5248,0.47525,0.52475,0.49225,0.50775,0.49915,0.50085
100,16,0.4943,0.5057,0.52565,0.52565,0.50275,0.50275,0.50455,0.50455
100,17,0.4846,0.5154,0.4613,0.5387,0.51135,0.51135,0.51355,0.51355
100,18,0.52385,0.52385,0.5108,0.5108,0.48715,0.51285,0.55105,0.55105
100,19,0.4946,0.5054,0.48515,0.51485,0.49695,0.50305,0.5,0.5
100,20,0.5572,0.5572,0.4802,0.5198,0.5102,0.5102,0.49915,0.50085
250,2,0.485104,0.514896,0.49004,0.50996,0.522992,0.522992,0.488704,0.511296
250,3,0.440224,0.559776,0.478472,0.521528,0.466424,0.533576,0.507576,0.507576
250,4,0.490544,0.509456,0.477704,0.522296,0.531776,0.531776,0.492976,0.507024
250,5,0.486984,0.513016,0.4964,0.5036,0.491376,0.508624,0.513016,0.513016
250,6,0.494512,0.505488,0.50996,0.50996,0.501112,0.501112,0.495112,0.504888
250,7,0.490064,0.509936,0.490424,0.509576,0.492816,0.507184,0.506952,0.506952
250,8,0.49828,0.50172,0.492416,0.507584,0.498376,0.501624,0.483128,0.516872
250,9,0.481688,0.518312,0.484064,0.515936,0.522336,0.522336,0.475968,0.524032
250,10,0.474312,0.525688,0.502376,0.502376,0.519456,0.519456,0.495248,0.504752
250,11,0.445496,0.554504,0.494024,0.505976,0.506016,0.506016,0.488848,0.511152
250,12,0.48268,0.51732,0.49364,0.50636,0.545536,0.545536,0.50496,0.50496
250,13,0.493336,0.506664,0.503984,0.503984,0.525664,0.525664,0.506888,0.506888
250,14,0.482736,0.517264,0.485672,0.514328,0.5052,0.5052,0.502824,0.502824
250,15,0.479352,0.520648,0.478088,0.521912,0.487968,0.512032,0.50076,0.50076
250,16,0.516784,0.516784,0.510344,0.510344,0.525016,0.525016,0.502872,0.502872
250,17,0.504736,0.504736,0.482456,0.517544,0.530008,0.530008,0.485264,0.514736
250,18,0.481992,0.518008,0.503984,0.503984,0.472952,0.527048,0.55068,0.55068
250,19,0.497168,0.502832,0.498008,0.501992,0.4992,0.5008,0.519072,0.519072
250,20,0.49472,0.50528,0.486056,0.513944,0.512808,0.512808,0.493528,0.506472
500,2,0.473988,0.526012,0.503984,0.503984,0.524402,0.524402,0.487272,0.512728
500,3,0.471458,0.528542,0.498008,0.501992,0.483838,0.516162,0.506612,0.506612
500,4,0.496008,0.503992,0.5,0.5,0.516036,0.516036,0.504336,0.504336
500,5,0.493708,0.506292,0.49025,0.50975,0.509124,0.509124,0.501374,0.501374
500,6,0.470356,0.529644,0.519134,0.519134,0.502784,0.502784,0.48753,0.51247
500,7,0.492086,0.507914,0.50021,0.50021,0.48643,0.51357,0.509796,0.509796
500,8,0.49855,0.50145,0.5054,0.5054,0.514182,0.514182,0.483632,0.516368
500,9,0.48242,0.51758,0.501206,0.501206,0.510318,0.510318,0.4907,0.5093
500,10,0.480038,0.519962,0.504194,0.504194,0.521204,0.521204,0.494122,0.505878
500,11,0.459302,0.540698,0.502988,0.502988,0.499956,0.500044,0.49751,0.50249
500,12,0.494608,0.505392,0.503564,0.503564,0.531496,0.531496,0.50202,0.50202
500,13,0.509276,0.509276,0.50996,0.50996,0.522718,0.522718,0.504612,0.504612
500,14,0.491826,0.508174,0.500576,0.500576,0.509686,0.509686,0.492816,0.507184
500,15,0.47187,0.52813,0.512162,0.512162,0.48035,0.51965,0.50819,0.50819
500,16,0.509664,0.509664,0.517352,0.517352,0.508244,0.508244,0.517452,0.517452
500,17,0.509668,0.509668,0.506186,0.506186,0.52165,0.52165,0.496394,0.503606
500,18,0.493388,0.506612,0.510746,0.510746,0.473906,0.526094,0.5202,0.5202
500,19,0.500942,0.500942,0.500996,0.500996,0.511412,0.511412,0.498612,0.501388
500,20,0.499434,0.500566,0.507182,0.507182,0.494828,0.505172,0.493102,0.506898
